mud 	 he_was_thirsty 	 eɾundʌvʌst
rui 	 long 	 lombo
grp 	 long 	 lʌmbo
ght 	 long 	 lʌmbo
glb 	 long 	 lʌmbor
ktg 	 long 	 l̆uʈi
dog 	 long 	 lʌmbu
mdh 	 long 	 lʌɡa
mku 	 long 	 lati
gni 	 long 	 laːm
lxg 	 long 	 laːm
get 	 long 	 lati
gut 	 long 	 laːm
gja 	 long 	 lam, latʰi
gbh 	 long 	 saŋɡad
mal 	 long 	 lati
mbh 	 long 	 dʒalu
mad 	 long 	 laʈʰi
gtd 	 long 	 lambo
gba 	 long 	 laʈʰi
gkt 	 long 	 lamo
gok 	 long 	 lam
psh 	 long 	 lumbar
pmd 	 long 	 lumbar
pkh 	 long 	 lʌmbo
gcj 	 long 	 lʌmbo
ggg 	 long 	 ləmbor
khu 	 long 	 ləmmo
bhe 	 long 	 ləmbur
prg 	 long 	 ləmmo, ləmboyu
gka 	 long 	 -----
gse 	 long 	 lʌmbo
gra 	 long 	 (wile)lam
gki 	 long 	 lʌmba
gar 	 long 	 ləmbo
gam 	 long 	 ləmbo
gwa 	 long 	 ləmbo
gch 	 long 	 ləmbo
gdh 	 long 	 ləmbə
goa 	 long 	 ɸʌɾu
met 	 long 	 laʈʰi
bhm 	 long 	 laʈi
bhs 	 long 	 laʈi
bhb 	 long 	 lat
mso 	 long 	 laʈʰ
mlj 	 long 	 lʌm
mud 	 long 	 laʈʰ
rui 	 she 	 ad̪
grp 	 she 	 ʌd
ght 	 she 	 hʌd
glb 	 she 	 adu
ktg 	 she 	 adu
dog 	 she 	 had̪u
mdh 	 she 	 adu
mku 	 she 	 ʌd
gni 	 she 	 ʌd̪u
lxg 	 she 	 ʌd̪ːu
get 	 she 	 adu
gut 	 she 	 ʌd̪ːu
gja 	 she 	 adu
gbh 	 she 	 ad̪u
mal 	 she 	 adu
mbh 	 she 	 ad̪u
mad 	 she 	 ad̪u
gtd 	 she 	 ad̪ai̯
gba 	 she 	 ad̪u
gkt 	 she 	 ada(watu)
gok 	 she 	 yɛd
psh 	 she 	 ʌda
pmd 	 she 	 adu
pkh 	 she 	 adu
gcj 	 she 	 adʌ
ggg 	 she 	 ad̪
khu 	 she 	 ad̪
bhe 	 she 	 ad̪
prg 	 she 	 ad̪ɨ
gka 	 she 	 had̪u
gse 	 she 	 hʌɖ
gra 	 she 	 vɛɾ
gki 	 she 	 ad̪e
gar 	 she 	 had
gam 	 she 	 (h)ad̪
gwa 	 she 	 ad
gch 	 she 	 -----
gdh 	 she 	 ad̪u
goa 	 she 	 had̪u
met 	 she 	 ad̪u
bhm 	 she 	 ʌd̪
bhs 	 she 	 ʌd̪
bhb 	 she 	 wud̪
mso 	 she 	 ʌd̪ʰu
mlj 	 she 	 ʌd̪
mud 	 she 	 ʌt̪ʰ
rui 	 onion 	 ulli
grp 	 onion 	 ulin
ght 	 onion 	 uli, ɡoŋli
glb 	 onion 	 uli
ktg 	 onion 	 ɡundli
dog 	 onion 	 uɭːi
mdh 	 onion 	 uli
mku 	 onion 	 uli
gni 	 onion 	 uɭːi
lxg 	 onion 	 ulːɪ
get 	 onion 	 mati
gut 	 onion 	 ulːi
gja 	 onion 	 uli
gbh 	 onion 	 ulˑi
mal 	 onion 	 uli
mbh 	 onion 	 ul
mad 	 onion 	 ulˑi
gtd 	 onion 	 uli
gba 	 onion 	 uli
gkt 	 onion 	 uli
gok 	 onion 	 uli
psh 	 onion 	 maʈi
pmd 	 onion 	 matæi
pkh 	 onion 	 maʈi
gcj 	 onion 	 kanda, mati
ggg 	 onion 	 ɡondri
khu 	 onion 	 ɡondli
bhe 	 onion 	 ɡondəli
prg 	 onion 	 ɡondri
gka 	 onion 	 ulːi
gse 	 onion 	 uɭiː
gra 	 onion 	 uliŋ
gki 	 onion 	 uɭin
gar 	 onion 	 ulli
gam 	 onion 	 uli
gwa 	 onion 	 uli
gch 	 onion 	 uli
gdh 	 onion 	 (h)uli
goa 	 onion 	 uli(kʌda)
met 	 onion 	 ulːi
bhm 	 onion 	 ulːi
bhs 	 onion 	 ulːu
bhb 	 onion 	 ulːi, ɡaːnd̪aɾ
mso 	 onion 	 ɡond̪iɾi
mlj 	 onion 	 ɡõd̪ɾi
mud 	 onion 	 ɡond̪iɾi
rui 	 this 	 id̪u
grp 	 this 	 idu
ght 	 this 	 hid
glb 	 this 	 hidu
ktg 	 this 	 idɛn
dog 	 this 	 idu
mdh 	 this 	 idu
mku 	 this 	 id
gni 	 this 	 id̪u
lxg 	 this 	 ɪd̪ːu
get 	 this 	 idu
gut 	 this 	 ɪdɛʔ
gja 	 this 	 ɪdu
gbh 	 this 	 ind̪i
mal 	 this 	 idu
mbh 	 this 	 id̪u
mad 	 this 	 ɪd̪u
gtd 	 this 	 kadum
gba 	 this 	 idu
gkt 	 this 	 hide
gok 	 this 	 id
psh 	 this 	 ed
pmd 	 this 	 idu
pkh 	 this 	 ed
gcj 	 this 	 iðʌ
ggg 	 this 	 idɨ
khu 	 this 	 idə
bhe 	 this 	 idɨ
prg 	 this 	 id̪ə
gka 	 this 	 hid̪u
gse 	 this 	 hid̪
gra 	 this 	 -----
gki 	 this 	 id̪
gar 	 this 	 idu
gam 	 this 	 hid
gwa 	 this 	 id
gch 	 this 	 idə
gdh 	 this 	 id̪
goa 	 this 	 id̪u
met 	 this 	 hid̪u
bhm 	 this 	 id̪
bhs 	 this 	 id̪
bhb 	 this 	 id̪u
mso 	 this 	 id̪u
mlj 	 this 	 ɛɽ
mud 	 this 	 iɡa
rui 	 cold 	 tʰənɖo(air), muruŋt̪a
grp 	 cold 	 tʌndo
ght 	 cold 	 tʌndo
glb 	 cold 	 ʈʌnɖo
ktg 	 cold 	 dʌrinta
dog 	 cold 	 ʈʰʌndo
mdh 	 cold 	 dorvʌnta
mku 	 cold 	 dʌriŋta
gni 	 cold 	 kinana
lxg 	 cold 	 aːrt̪ʌ, kinɪt̪ʌ
get 	 cold 	 sʌla
gut 	 cold 	 kɪnaː
gja 	 cold 	 hɪrənt̪a
gbh 	 cold 	 piˑni, salˑaɡa
mal 	 cold 	 kiriŋt̪e
mbh 	 cold 	 iɡamˑt̪e
mad 	 cold 	 ɪriŋɡəm
gtd 	 cold 	 ʈəndo
gba 	 cold 	 hirʌʌta, sʌlati
gkt 	 cold 	 təɳɖo
gok 	 cold 	 kʌrinɡtal
psh 	 cold 	 məruntʌl
pmd 	 cold 	 mɪrunta
pkh 	 cold 	 mɪrunta
gcj 	 cold 	 muruŋtʌl
ggg 	 cold 	 tandor
khu 	 cold 	 pinni
bhe 	 cold 	 ʈʰəndo
prg 	 cold 	 təndo
gka 	 cold 	 ʈhʌnɖo
gse 	 cold 	 ʈʌnɖo
gra 	 cold 	 kɪnit̪a
gki 	 cold 	 tʰənɖo
gar 	 cold 	 tʰəndo
gam 	 cold 	 ʈəndo
gwa 	 cold 	 taɳɖo
gch 	 cold 	 ʈʰando
gdh 	 cold 	 ʈʰənɖo
goa 	 cold 	 selʌɡa
met 	 cold 	 d̪ʌɾnt̪a
bhm 	 cold 	 kiɽŋɡt̪ʌ
bhs 	 cold 	 kiɽɲɡt̪ʌ
bhb 	 cold 	 kiɽɲɡt̪a
mso 	 cold 	 kiɾnt̪a
mlj 	 cold 	 d̪ʌɽiŋt̪a
mud 	 cold 	 aɾle
rui 	 house 	 ron
grp 	 house 	 ron
ght 	 house 	 ron
glb 	 house 	 ron
ktg 	 house 	 lon
dog 	 house 	 ron
mdh 	 house 	 lon
mku 	 house 	 lon
gni 	 house 	 ron
lxg 	 house 	 ron
get 	 house 	 lono
gut 	 house 	 ɾɔːn
gja 	 house 	 lon
gbh 	 house 	 lonu
mal 	 house 	 lon
mbh 	 house 	 lonu
mad 	 house 	 lonu
gtd 	 house 	 rone
gba 	 house 	 lonu
gkt 	 house 	 ron
gok 	 house 	 lon
psh 	 house 	 ron
pmd 	 house 	 ron
pkh 	 house 	 ron
gcj 	 house 	 ron
ggg 	 house 	 ron
khu 	 house 	 ron
bhe 	 house 	 ron
prg 	 house 	 ron
gka 	 house 	 ron
gse 	 house 	 ron
gra 	 house 	 ron
gki 	 house 	 ron
gar 	 house 	 ron
gam 	 house 	 ron
gwa 	 house 	 ron
gch 	 house 	 ron
gdh 	 house 	 ron
goa 	 house 	 ɭun
met 	 house 	 lon
bhm 	 house 	 loːn
bhs 	 house 	 loːn
bhb 	 house 	 loːn
mso 	 house 	 lon
mlj 	 house 	 lon
mud 	 house 	 lon
rui 	 we_incl 	 amok
grp 	 we_incl 	 hʌmik
ght 	 we_incl 	 amot
glb 	 we_incl 	 amot
ktg 	 we_incl 	 -----
dog 	 we_incl 	 apun
mdh 	 we_incl 	 math
mku 	 we_incl 	 matʰ
gni 	 we_incl 	 mʌrat
lxg 	 we_incl 	 mʌrʌʈu
get 	 we_incl 	 martu
gut 	 we_incl 	 nʌmʌt̪u
gja 	 we_incl 	 maʈu
gbh 	 we_incl 	 mant̪oto
mal 	 we_incl 	 matu
mbh 	 we_incl 	 manˑala
mad 	 we_incl 	 maʈu
gtd 	 we_incl 	 amoʈ (utolom)
gba 	 we_incl 	 maʈu
gkt 	 we_incl 	 watom
gok 	 we_incl 	 dʒʌmai̯
psh 	 we_incl 	 mʌmar
pmd 	 we_incl 	 utʃ
pkh 	 we_incl 	 mʌmar
gcj 	 we_incl 	 amort
ggg 	 we_incl 	 -----
khu 	 we_incl 	 amoʈ
bhe 	 we_incl 	 hamoʈ
prg 	 we_incl 	 -----
gka 	 we_incl 	 amoʈ
gse 	 we_incl 	 amoʈ
gra 	 we_incl 	 samd̪ɛɾ
gki 	 we_incl 	 pʌn
gar 	 we_incl 	 amoʈ
gam 	 we_incl 	 amoʈ
gwa 	 we_incl 	 amoʈ
gch 	 we_incl 	 -----
gdh 	 we_incl 	 amaʈ
goa 	 we_incl 	 mamʌd̪
met 	 we_incl 	 maʈu
bhm 	 we_incl 	 mʌnːal
bhs 	 we_incl 	 mama
bhb 	 we_incl 	 mʌmo
mso 	 we_incl 	 mʌmʌɖ
mlj 	 we_incl 	 nʌm
mud 	 we_incl 	 mumaʈʰ
rui 	 few 	 itsursa, tʃid̪ur
grp 	 few 	 todasa
ght 	 few 	 tolo
glb 	 few 	 dʒʌrase
ktg 	 few 	 hudukʰ
dog 	 few 	 toɖe
mdh 	 few 	 hutʃuk
mku 	 few 	 itʃuk(sa)
gni 	 few 	 itʃu
lxg 	 few 	 utʃu(ŋ)
get 	 few 	 ɡitʃuku
gut 	 few 	 itʃuŋsi
gja 	 few 	 itʃun
gbh 	 few 	 d̪amˑu
mal 	 few 	 itʃun
mbh 	 few 	 utʃunu
mad 	 few 	 itʃun
gtd 	 few 	 tʃudoso
gba 	 few 	 utʃun, tʃukun
gkt 	 few 	 tʃudoso
gok 	 few 	 hidikana
psh 	 few 	 dʒarana
pmd 	 few 	 dʒʌrase
pkh 	 few 	 dʒarana
gcj 	 few 	 ruŋ muda
ggg 	 few 	 kəmi
khu 	 few 	 dʒarasi
bhe 	 few 	 dʒarasi
prg 	 few 	 tʰodəso
gka 	 few 	 ʈʰodoso
gse 	 few 	 ʈʰodosal
gra 	 few 	 dʒeɾasi
gki 	 few 	 toɾdo
gar 	 few 	 tʰoɖe
gam 	 few 	 tʰoro
gwa 	 few 	 toɖoso, dʒaraso
gch 	 few 	 -----
gdh 	 few 	 dʒarasa
goa 	 few 	 ɡoɖatʃo
met 	 few 	 itʃuna
bhm 	 few 	 uɖuːk
bhs 	 few 	 tʃuɖuːn
bhb 	 few 	 tʃuɖul
mso 	 few 	 uʈuk
mlj 	 few 	 kʌm
mud 	 few 	 hutʃuk
rui 	 boy 	 ped̪al
grp 	 boy 	 tudal
ght 	 boy 	 tudal
glb 	 boy 	 tudal
ktg 	 boy 	 peka
dog 	 boy 	 pedal
mdh 	 boy 	 pekal
mku 	 boy 	 pekal
gni 	 boy 	 pora
lxg 	 boy 	 kaːnɖi
get 	 boy 	 pekʌl
gut 	 boy 	 kamdi
gja 	 boy 	 poral
gbh 	 boy 	 mari
mal 	 boy 	 pekal
mbh 	 boy 	 pedal
mad 	 boy 	 maɣi
gtd 	 boy 	 tula
gba 	 boy 	 pekal
gkt 	 boy 	 ʈuɖal
gok 	 boy 	 pekor
psh 	 boy 	 sʌmbər(asitor)
