Language	Concept	IPA	Cognate Class	ASJP	SCA
gbh	what	bʰat̪ˑal	1	bh~atal	PATAL
mbh	what	bʰat̪e	1	bh~ate	PATE
pmd	what	butian	1	butian	PYTIN
gtd	what	bʌraŋe	1	boraNe	PERANE
gut	what	bʌtːʋl	1	botwl	PETWL
lxg	what	bʌt̪ːʌl	1	botol	PETEL
mdh	what	bʌta	1	bota	PETA
gok	what	bʌta	1	bota	PETA
mku	what	bʌtal	1	botal	PETAL
dog	what	bʌtaɭ	1	botaL	PETAL
gki	what	bʌt̪aɭ	1	botaL	PETAL
grp	what	bʌti	1	boti	PETI
ght	what	bʌti	1	boti	PETI
glb	what	bʌti	1	boti	PETI
gcj	what	bʌti	1	boti	PETI
gse	what	bʌt̪i	1	boti	PETI
get	what	bʌtʌl	1	botol	PETEL
goa	what	bʌtʌl	1	botol	PETEL
gni	what	bʌt̪ʌl	1	botol	PETEL
ktg	what	bʌʈʌl	1	botol	PETEL
rui	what_kind	-----	?	-----	-----
pmd	what_kind	-----	?	-----	-----
mso	what_kind	-----	?	-----	-----
mad	what_kind	(idu)batel	?	idubatel	ITYPATEL
ktg	what_kind	badʌm	?	badom	PATEM
psh	what_kind	bahũn	?	bahun	PAHYN
pkh	what_kind	bahũn	?	bahun	PAHYN
bhs	what_kind	balat̪a	?	balata	PALATA
gka	what_kind	batal̆	?	batal	PATAL
prg	what_kind	bataŋ	?	bataN	PATAN
gki	what_kind	bat̪aŋ	?	bataN	PATAN
gkt	what_kind	batar(uŋa)	?	bataruNa	PATARYNA
bhe	what_kind	batəl,bətiprəkar	?	bat3l, b3tipr3kar	PATEL, PETIPREKAR
gtd	what_kind	bat̪ol	?	batol	PATUL
khu	what_kind	batur,bahun	?	batur, bahun	PATYR, PAHYN
glb	what_kind	batʌl	?	batol	PATEL
gni	what_kind	bat̪ʌl	?	batol	PATEL
bhm	what_kind	bed̪	?	bed	PET
mal	what_kind	bedaram	?	bedaram	PETARAM
gdh	what_kind	bətidʒatɪlo	?	b3tidZatilo	PETITSATILU
ggg	what_kind	bətipərkar	?	b3tip3rkar	PETIPERKAR
gar	what_kind	bətisartʰi	?	b3tisarth~i	PETISARTI
gam	what_kind	bətisartʰi	?	b3tisarth~i	PETISARTI
gwa	what_kind	bətsorəŋa	?	b3tsor3Na	PETSURENA
gbh	what_kind	bʰalˑeɡa	?	bh~alega	PALEKA
mbh	what_kind	bʰesonta	?	bh~esonta	PESUNTA
met	what_kind	bʰʌd̪ɾʌm	?	bh~odrom	PETREM
goa	what_kind	bʰʌhʌm	?	bh~ohom	PEHEM
bhb	what_kind	bile	?	bile	PILE
gch	what_kind	boɖaandul	?	bodaandul	PUTANTYL
gse	what_kind	bohʌn	?	bohon	PUHEN
gja	what_kind	buɖenekarda	?	budenekarda	PYTENEKARTA
mud	what_kind	bʌd̪am	?	bodam	PETAM
mdh	what_kind	bʌdamnaŋ	?	bodamnaN	PETAMNAN
mku	what_kind	bʌdamta	?	bodamta	PETAMTA
gok	what_kind	bʌdɛr	?	bodEr	PETER
mlj	what_kind	bʌd̪ɾan	?	bodran	PETRAN
gba	what_kind	bʌdʌr(itine)	?	bodoritine	PETERITINE
get	what_kind	bʌdʌram	?	bodoram	PETERAM
gra	what_kind	bʌhan	?	bohan	PEHAN
ght	what_kind	bʌhun	?	bohun	PEHYN
gcj	what_kind	bʌtal(munda)	?	botalmunda	PETALMYNTA
gut	what_kind	bʌt̪iɾd̪ʌ	?	botirdo	PETIRTE
lxg	what_kind	bʌt̪l	?	botl	PETL
dog	what_kind	bʌtʃʌɭeɸɾʌkaltʌŋ	?	botSoLeprokaltoN	PETSELEBREKALTEN
grp	what_kind	bʌtʌl	?	botol	PETEL
bhm	wheat	-----	?	-----	-----
gut	wheat	ɡəhuk	1	g3huk	KEHYK
gkt	wheat	ɡəkʰ	1	g3kh~	KEK
goa	wheat	ɡɤhku	1	gohku	KEHKY
psh	wheat	ɡɤhu	1	gohu	KEHY
gra	wheat	ɡɤku	1	goku	KEKY
gtd	wheat	ɡhake	1	ghake	KHAKE
mbh	wheat	ɡʰoduma	1	gh~oduma	KUTYMA
gbh	wheat	ɡʰod̪uma	1	gh~oduma	KUTYMA
prg	wheat	ɡʰok	1	gh~ok	KUK
grp	wheat	ɡhokʰ	1	ghokh~	KHUK
mku	wheat	ɡʰokʰ	1	gh~okh~	KUK
mud	wheat	ɡʰokʰ	1	gh~okh~	KUK
mso	wheat	ɡhokʰn	1	ghokh~n	KHUKN
gja	wheat	ɡo(ho)k	1	gohok	KUHUK
gcj	wheat	ɡoh	1	goh	KUH
ktg	wheat	ɡohk	1	gohk	KUHK
mdh	wheat	ɡohk	1	gohk	KUHK
mal	wheat	ɡohku	1	gohku	KUHKY
mad	wheat	ɡohku	1	gohku	KUHKY
gba	wheat	ɡohku	1	gohku	KUHKY
met	wheat	ɡohku	1	gohku	KUHKY
lxg	wheat	ɡoʰku	1	goh~ku	KUKY
rui	wheat	ɡohok	1	gohok	KUHUK
ght	wheat	ɡohok	1	gohok	KUHUK
gka	wheat	ɡohok	1	gohok	KUHUK
gki	wheat	ɡohok	1	gohok	KUHUK
gar	wheat	ɡohok	1	gohok	KUHUK
gam	wheat	ɡohok	1	gohok	KUHUK
glb	wheat	ɡohokʰ	1	gohokh~	KUHUK
gni	wheat	ɡohokʰ	1	gohokh~	KUHUK
get	wheat	ɡohoku	1	gohoku	KUHUKY
dog	wheat	ɡohu	1	gohu	KUHY
pmd	wheat	ɡohu	1	gohu	KUHY
pkh	wheat	ɡohu	1	gohu	KUHY
gse	wheat	ɡohu	1	gohu	KUHY
gok	wheat	ɡohʊ	1	gohu	KUHY
ggg	wheat	ɡokʰ	1	gokh~	KUK
khu	wheat	ɡokʰ	1	gokh~	KUK
bhe	wheat	ɡokʰ	1	gokh~	KUK
gwa	wheat	ɡokʰ	1	gokh~	KUK
gch	wheat	ɡokʰ	1	gokh~	KUK
gdh	wheat	ɡokʰ	1	gokh~	KUK
bhs	wheat	ɡoxk	1	goxk	KUGK
bhb	wheat	ɡoxkh	1	goxkh	KUGKH
mlj	wheat	ɡʌhũ	1	gohu	KEHY
gtd	when	bapoɖe	1	bapode	PAPUTE
gbh	when	baske	2	baske	PASKE
gra	when	baskei̯	2	baskei	PASKE
bhb	when	benɖin	3	bendin	PENTIN
bhs	when	besuːʈ	4	besut	PESYT
bhm	when	betʃut	4	betSut	PETSYT
gkt	when	bəpʰəra	1	b3ph~3ra	PEPERA
gwa	when	bəphoɖ	1	b3phod	PEPHUT
gdh	when	bəporo	1	b3poro	PEPURU
gja	when	bəske	2	b3ske	PESKE
bhe	when	bəske	2	b3ske	PESKE
gar	when	bəske	2	b3ske	PESKE
gam	when	bəske	2	b3ske	PESKE
rui	when	bəskɛ	2	b3skE	PESKE
ggg	when	bəski	2	b3ski	PESKI
mal	when	bɛske	2	bEske	PESKE
mbh	when	bʰeske	2	bh~eske	PESKE
gch	when	bopəɖi	1	bop3di	PUPETI
prg	when	bopor	1	bopor	PUPUR
gcj	when	buske	2	buske	PYSKE
grp	when	bʌske	2	boske	PESKE
ght	when	bʌske	2	boske	PESKE
glb	when	bʌske	2	boske	PESKE
ktg	when	bʌske	2	boske	PESKE
dog	when	bʌske	2	boske	PESKE
mdh	when	bʌske	2	boske	PESKE
mku	when	bʌske	2	boske	PESKE
gni	when	bʌske	2	boske	PESKE
get	when	bʌske	2	boske	PESKE
mad	when	bʌske	2	boske	PESKE
gba	when	bʌske	2	boske	PESKE
psh	when	bʌske	2	boske	PESKE
pmd	when	bʌske	2	boske	PESKE
pkh	when	bʌske	2	boske	PESKE
gki	when	bʌske	2	boske	PESKE
goa	when	bʌske	2	boske	PESKE
met	when	bʌske	2	boske	PESKE
mso	when	bʌske	2	boske	PESKE
mud	when	bʌske	2	boske	PESKE
gka	when	bʌskei̯	2	boskei	PESKE
gse	when	bʌskei̯	2	boskei	PESKE
lxg	when	bʌskɛ	2	boskE	PESKE
gut	when	bʌs̪kɛʔ	2	boskE7	PESKEH
gok	when	bʌtʃek	2	botSek	PETSEK
mlj	when	bʌtʃon	2	botSon	PETSUN
khu	when	əske	2	3ske	ESKE
gut	where	baɡːʌ	1	bago	PAKE
gra	where	baɡʌ	1	bago	PAKE
met	where	beɡːa	1	bega	PEKA
bhs	where	beɡːa	1	bega	PEKA
bhb	where	beɡːa	1	bega	PEKA
grp	where	beɡa	1	bega	PEKA
glb	where	beɡa	1	bega	PEKA
mal	where	beɡa	1	bega	PEKA
gtd	where	beɡa	1	bega	PEKA
gwa	where	beɡa	1	bega	PEKA
gdh	where	beɡa	1	bega	PEKA
gar	where	beɡe	1	bege	PEKE
gam	where	beɡe	1	bege	PEKE
ggg	where	beɡə	1	beg3	PEKE
khu	where	beɡə	1	beg3	PEKE
bhe	where	beɡə	1	beg3	PEKE
prg	where	beɡə	1	beg3	PEKE
gch	where	beɡə	1	beg3	PEKE
gkt	where	beɡʰa	1	begh~a	PEKA
bhm	where	beɡʌ	1	bego	PEKE
ght	where	beke	1	beke	PEKE
ktg	where	beke	1	beke	PEKE
mdh	where	beke	1	beke	PEKE
mku	where	beke	1	beke	PEKE
gni	where	beke	1	beke	PEKE
mud	where	beke	1	beke	PEKE
mad	where	bekən,beɡa	1	bek3n, bega	PEKEN, PEKA
rui	where	bəɡa	1	b3ga	PEKA
dog	where	bəɡa	1	b3ga	PEKA
gja	where	bəɡə	1	b3g3	PEKE
gba	where	bɛke	1	bEke	PEKE
mbh	where	bʰeɡˑa	1	bh~ega	PEKA
gbh	where	bʰekˑe	1	bh~eke	PEKE
lxg	where	bʌɡːʌ	1	bogo	PEKE
psh	where	bʌɡa	1	boga	PEKA
pmd	where	bʌɡa	1	boga	PEKA
pkh	where	bʌɡa	1	boga	PEKA
gcj	where	bʌɡa	1	boga	PEKA
gki	where	bʌɡa	1	boga	PEKA
mso	where	bʌɡa	1	boga	PEKA
mlj	where	bʌɡa	1	boga	PEKA
goa	where	bʌɡa,beke	1	boga, beke	PEKA, PEKE
gka	where	bʌɡel	1	bogel	PEKEL
gse	where	bʌɡɛ	1	bogE	PEKE
get	where	bʌɡʌ	1	bogo	PEKE
gok	where	bʌke	1	boke	PEKE
gra	white	d̪aɭɾaɭ	1	daLraL	TALRAL
lxg	white	d̪amral	1	damral	TAMRAL
gni	white	dauɽal	1	daural	TARAL
gut	white	dɦau̯ɾʌl	1	dhaurol	THAREL
gki	white	padɾaɭe	2	padraLe	PATRALE
mlj	white	pãɖɾi	2	padri	PATRI
ktg	white	pandra	2	pandra	PANTRA
mal	white	pandrai	2	pandrai	PANTRA
gok	white	pandral	2	pandral	PANTRAL
dog	white	pandraɭ	2	pandraL	PANTRAL
ght	white	pandri	2	pandri	PANTRI
mdh	white	pandri	2	pandri	PANTRI
mku	white	pandri	2	pandri	PANTRI
get	white	pandri	2	pandri	PANTRI
gja	white	pandri	2	pandri	PANTRI
mad	white	pandri	2	pandri	PANTRI
gtd	white	pandri	2	pandri	PANTRI
gba	white	pandri	2	pandri	PANTRI
gkt	white	pandri	2	pandri	PANTRI
psh	white	pandri	2	pandri	PANTRI
pkh	white	pandri	2	pandri	PANTRI
prg	white	pandri	2	pandri	PANTRI
gka	white	pandri	2	pandri	PANTRI
gam	white	pandri	2	pandri	PANTRI
gwa	white	pandri	2	pandri	PANTRI
met	white	pand̪ri	2	pandri	PANTRI
gse	white	pandrʌɭ	2	pandroL	PANTREL
rui	white	panɖral,dʰaoɭal	2	pandral, dh~aoLal	PANTRAL, TALAL
mso	white	panɖɾi	2	pandri	PANTRI
mud	white	panɖɾi	2	pandri	PANTRI
bhm	white	paɳɖe	2	pande	PANTE
bhs	white	paɳɖe	2	pande	PANTE
bhb	white	paɳɖe	2	pande	PANTE
ggg	white	pəndɾi	2	p3ndri	PENTRI
gar	white	pʰandri	2	ph~andri	PANTRI
gch	white	pʰandri	2	ph~andri	PANTRI
gdh	white	pʰandri	2	ph~andri	PANTRI
khu	white	pʰəndʰri	2	ph~3ndh~ri	PENTRI
bhe	white	pʰəndri	2	ph~3ndri	PENTRI
gcj	white	pundri	2	pundri	PYNTRI
grp	white	pʌndri	2	pondri	PENTRI
glb	white	pʌndri	2	pondri	PENTRI
pmd	white	pʌndri	2	pondri	PENTRI
mbh	white	t̪eldɡa	3	teldga	TELTKA
gbh	white	t̪ellad̪i	3	telladi	TELATI
goa	white	t̪elʌd̪	3	telod	TELET
bhm	who	beːnoːɾ	1	benor	PENUR
bhs	who	benoːn	1	benon	PENUN
bhb	who	benoːn	1	benon	PENUN
psh	who	bər	2	b3r	PER
pkh	who	bər	2	b3r	PER
mbh	who	bʰoɡo	2	bh~ogo	PUKU
gbh	who	bʰor	2	bh~or	PUR
goa	who	boːru	2	boru	PURY
gni	who	boːɾu	2	boru	PURY
gut	who	boːɾu	2	boru	PURY
met	who	bohu	2	bohu	PUHY
gkt	who	bol	2	bol	PUL
prg	who	bol	2	bol	PUL
gwa	who	bol	2	bol	PUL
gch	who	bol	2	bol	PUL
gdh	who	bol	2	bol	PUL
gtd	who	bole	2	bole	PULE
get	who	bon	2	bon	PUN
rui	who	bor	2	bor	PUR
grp	who	bor	2	bor	PUR
ght	who	bor	2	bor	PUR
glb	who	bor	2	bor	PUR
ktg	who	bor	2	bor	PUR
dog	who	bor	2	bor	PUR
mdh	who	bor	2	bor	PUR
mku	who	bor	2	bor	PUR
gja	who	bor	2	bor	PUR
gok	who	bor	2	bor	PUR
pmd	who	bor	2	bor	PUR
gcj	who	bor	2	bor	PUR
khu	who	bor	2	bor	PUR
bhe	who	bor	2	bor	PUR
gka	who	bor	2	bor	PUR
gra	who	bor	2	bor	PUR
gki	who	bor	2	bor	PUR
gar	who	bor	2	bor	PUR
gam	who	bor	2	bor	PUR
ggg	who	boraŋ	2	boraN	PURAN
mad	who	boro	2	boro	PURU
lxg	who	boru	2	boru	PURY
gba	who	boru	2	boru	PURY
mso	who	boɽ	2	bor	PUR
mlj	who	boɽ	2	bor	PUR
gse	who	boɾ	2	bor	PUR
mud	who	boɾ	2	bor	PUR
mal	who	bou	2	bou	PU
bhm	whole	-----	?	-----	-----
bhs	whole	-----	?	-----	-----
gdh	whole	attʃa	1	attSa	ATSA
mdh	whole	besta	2	besta	PESTA
met	whole	bẽsu	2	besu	PESY
mbh	whole	bʰoli	3	bh~oli	PULI
gbh	whole	bʰoŋɡa	4	bh~oNga	PUNKA
goa	whole	bot̪iɡa	4	botiga	PUTIKA
gok	whole	bʌne	5	bone	PENE
mud	whole	bʌnet̪a	5	boneta	PENETA
mal	whole	ɡundral	6	gundral	KYNTRAL
gut	whole	ɡʌd̪si	6	godsi	KETSI
gka	whole	itʃoɖe	7	itSode	ITSUTE
gse	whole	itʃoɖe	7	itSode	ITSUTE
pkh	whole	kərbi	8	k3rbi	KERPI
psh	whole	kərβi	8	k3rbi	KERBI
rui	whole	kʰobri	8	kh~obri	KUPRI
get	whole	kʌtum	9	kotum	KETYM
gba	whole	pai̯yo	A	paiio	PA
gja	whole	pura	B	pura	PYRA
mad	whole	pura	B	pura	PYRA
ght	whole	puro	B	puro	PYRU
glb	whole	pʌr(undi)	B	porundi	PERYNTI
bhe	whole	sabud	C	sabud	SAPYT
pmd	whole	sadʒo	C	sadZo	SATSU
gcj	whole	sadʒo	C	sadZo	SATSU
gra	whole	samd̪iɾe	C	samdire	SAMTIRE
khu	whole	sayɡo	C	saigo	SAKU
dog	whole	seɡɾo	C	segro	SEKRU
ggg	whole	seyɡo	C	seigo	SEKU
gki	whole	sud̪u	C	sudu	SYTY
ktg	whole	sʌb(dunom)	C	sobdunom	SEPTYNUM
mku	whole	sʌɡo	C	sogo	SEKU
lxg	whole	sʌmd̪o	C	somdo	SEMTU
gam	whole	tʃakoʈ	D	tSakot	TSAKUT
gar	whole	tʃaŋɡlo	D	tSaNglo	TSANKLU
gkt	whole	tʃəko	D	tS3ko	TSEKU
gwa	whole	tʃəko	D	tS3ko	TSEKU
gch	whole	tʃəko	D	tS3ko	TSEKU
prg	whole	tʃəkoi	D	tS3koi	TSEKU
gtd	whole	tʃoko	D	tSoko	TSUKU
gni	whole	tʃokuɖ	D	tSokud	TSUKYT
grp	whole	tʃoqot	D	tSoqot	TSUKUT
mso	whole	ʈikkʌm	D	tikkom	TIKEM
bhb	whole	umke	E	umke	YMKE
mlj	whole	ʌtʃha	1	otSha	ETSHA
mlj	wife	-----	?	-----	-----
gbh	wife	aŋɡe	1	aNge	ANKE
ktg	wife	ar	2	ar	AR
mud	wife	aɽ	2	ar	AR
rui	wife	baiko	3	baiko	PAKU
dog	wife	baiko	3	baiko	PAKU
gni	wife	baiko	3	baiko	PAKU
gka	wife	baiko	3	baiko	PAKU
gse	wife	baiko	3	baiko	PAKU
gki	wife	baiko	3	baiko	PAKU
gam	wife	baiko	3	baiko	PAKU
gra	wife	baikoi	3	baikoi	PAKU
gut	wife	bai̯koʔ	3	baiko7	PAKUH
lxg	wife	baɪ̯ko	3	baiko	PAKU
mso	wife	haɽ	2	har	HAR
pkh	wife	kʌtwa	4	kotwa	KETWA
gtd	wife	mai	5	mai	MA
gkt	wife	mai	5	mai	MA
gwa	wife	mai	5	mai	MA
gch	wife	mai	5	mai	MA
gdh	wife	mai	5	mai	MA
ggg	wife	maidʒu	5	maidZu	MATSY
khu	wife	maidʒu	5	maidZu	MATSY
bhe	wife	maidʒu	5	maidZu	MATSY
grp	wife	mai̯dʒu	5	maidZu	MATSY
ght	wife	mai̯dʒu	5	maidZu	MATSY
glb	wife	mai̯dʒu	5	maidZu	MATSY
prg	wife	maiy	5	maii	MA
met	wife	mut̪ːe	6	mute	MYTE
mad	wife	mut̪ˑe	6	mute	MYTE
mdh	wife	mute	6	mute	MYTE
mku	wife	mute	6	mute	MYTE
get	wife	mute	6	mute	MYTE
gok	wife	mute	6	mute	MYTE
mal	wife	mut̪e	6	mute	MYTE
bhm	wife	mut̪e	6	mute	MYTE
bhs	wife	mut̪e	6	mute	MYTE
bhb	wife	mut̪e	6	mute	MYTE
gja	wife	muto	6	muto	MYTU
mbh	wife	mut̪o	6	muto	MYTU
gba	wife	mut̪o	6	muto	MYTU
goa	wife	mut̪o	6	muto	MYTU
gar	wife	ronwale	7	ronwale	RUNWALE
psh	wife	ronwari	7	ronwari	RUNWARI
gcj	wife	ronwari	7	ronwari	RUNWARI
pmd	wife	seno	8	seno	SENU
gja	wind	haua	1	haua	HA
gkt	wind	hawa	1	hawa	HAWA
psh	wind	hawa	1	hawa	HAWA
pkh	wind	hawa	1	hawa	HAWA
gka	wind	hawa	1	hawa	HAWA
gdh	wind	hawa	1	hawa	HAWA
gwa	wind	hawa,wəɖi	1	hawa, w3di	HAWA, WETI
gbh	wind	u̯adi	2	uadi	YTI
gtd	wind	vadi	2	vadi	BATI
mbh	wind	vadiuˑ	2	vadiu	BATI
gni	wind	vaɖi	2	vadi	BATI
gut	wind	vaɖi	2	vadi	BATI
bhm	wind	veɽi	2	veri	BERI
bhs	wind	veɽi	2	veri	BERI
bhb	wind	veɽi	2	veri	BERI
glb	wind	wadi	2	wadi	WATI
dog	wind	waɖi	2	wadi	WATI
goa	wind	waɖi	2	wadi	WATI
met	wind	waɖia	2	wadia	WATI
mad	wind	waɖɪu	2	wadiu	WATI
grp	wind	wali	2	wali	WALI
mdh	wind	wari	2	wari	WARI
pmd	wind	wari	2	wari	WARI
gcj	wind	wari	2	wari	WARI
gar	wind	wədi	2	w3di	WETI
gam	wind	wədi	2	w3di	WETI
rui	wind	wəɖi	2	w3di	WETI
ggg	wind	wəɖi	2	w3di	WETI
khu	wind	wəɖi	2	w3di	WETI
bhe	wind	wəɖi	2	w3di	WETI
prg	wind	wəɖi	2	w3di	WETI
gch	wind	wəɖi	2	w3di	WETI
ght	wind	woli	2	woli	WULI
ktg	wind	woli	2	woli	WULI
mlj	wind	woɽi	2	wori	WURI
mal	wind	wʌdiu	2	wodiu	WETI
lxg	wind	wʌɖi	2	wodi	WETI
gba	wind	wʌɖi	2	wodi	WETI
gse	wind	wʌɖi	2	wodi	WETI
gra	wind	wʌɖi	2	wodi	WETI
mku	wind	wʌri	2	wori	WERI
get	wind	wʌri	2	wori	WERI
gok	wind	wʌri	2	wori	WERI
mso	wind	wʌɽi	2	wori	WERI
mud	wind	wʌʈi	2	woti	WETI
gki	wind	βɛɖːi	2	bEdi	BETI
mlj	woman	-----	?	-----	-----
mal	woman	andʒodi	1	andZodi	ANTSUTI
mbh	woman	antʃadi	1	antSadi	ANTSATI
mdh	woman	ar	2	ar	AR
mku	woman	ar	2	ar	AR
mso	woman	aɽ	2	ar	AR
mud	woman	aɽ	2	ar	AR
gok	woman	as	3	as	AS
ktg	woman	ask	3	ask	ASK
mad	woman	asku	3	asku	ASKY
ght	woman	bai	4	bai	PA
gse	woman	bai	4	bai	PA
gar	woman	bai	4	bai	PA
gam	woman	bai	4	bai	PA
glb	woman	bai̯	4	bai	PA
prg	woman	mai	5	mai	MA
gka	woman	mai	5	mai	MA
gwa	woman	mai	5	mai	MA
gch	woman	mai	5	mai	MA
gdh	woman	mai	5	mai	MA
gkt	woman	mai̯	5	mai	MA
ggg	woman	maidʒu	6	maidZu	MATSY
khu	woman	maidʒu	6	maidZu	MATSY
bhe	woman	maidʒu	6	maidZu	MATSY
grp	woman	mai̯dʒʌl	6	maidZol	MATSEL
gba	woman	murtad	7	murtad	MYRTAT
gbh	woman	murt̪adaʔ	7	murtada7	MYRTATAH
goa	woman	muɾtəɾ	7	murt3r	MYRTER
gja	woman	mutar	7	mutar	MYTAR
bhm	woman	mut̪e	7	mute	MYTE
bhs	woman	mut̪e	7	mute	MYTE
bhb	woman	mut̪e	7	mute	MYTE
get	woman	muto	7	muto	MYTU
psh	woman	pɛrɡi	8	pErgi	PERKI
pkh	woman	pɛrɡi	8	pErgi	PERKI
gcj	woman	pɛrɡi	8	pErgi	PERKI
pmd	woman	piɽɡi	8	pirgi	PIRKI
gtd	woman	tul̆i,mai̯	9	tuli, mai	TYLI, MA
dog	woman	vailo	A	vailo	BALU
gut	woman	vɛloʔ	A	vElo7	BELUH
met	woman	ʌntʃʌɾ	1	ontSor	ENTSER
gki	woman	wailo	A	wailo	WALU
lxg	woman	wɛi̯lo	A	wEilo	WELU
rui	woman	ylo	A	ilo	YLU
gni	woman	βeːlɨ̯	A	bel3	BELI
gra	woman	βɛlo	A	bElo	BELU
rui	year	baramaina	1	baramaina	PARAMANA
dog	year	baɾamahina	1	baramahina	PARAMAHINA
mbh	year	ede	2	ede	ETE
mlj	year	oɽsa	3	orsa	URSA
gni	year	saːl	4	sal	SAL
lxg	year	saːl	4	sal	SAL
gut	year	saːl	4	sal	SAL
grp	year	sal	4	sal	SAL
ght	year	sal	4	sal	SAL
glb	year	sal	4	sal	SAL
mku	year	sal	4	sal	SAL
mal	year	sal	4	sal	SAL
gkt	year	sal	4	sal	SAL
psh	year	sal	4	sal	SAL
pmd	year	sal	4	sal	SAL
gcj	year	sal	4	sal	SAL
ggg	year	sal	4	sal	SAL
khu	year	sal	4	sal	SAL
bhe	year	sal	4	sal	SAL
prg	year	sal	4	sal	SAL
gka	year	sal	4	sal	SAL
gdh	year	sal	4	sal	SAL
gra	year	saɭ	4	saL	SAL
pkh	year	sawari	5	sawari	SAWARI
mad	year	tʃal	4	tSal	TSAL
bhb	year	vaɾsa	3	varsa	BARSA
mso	year	vaɾsa	3	varsa	BARSA
gbh	year	vaɾusa	3	varusa	BARYSA
bhm	year	veɽsk	3	versk	BERSK
bhs	year	veɽsk	3	versk	BERSK
mud	year	vʌɾsa	3	vorsa	BERSA
ktg	year	warsa	3	warsa	WARSA
gtd	year	warsa	3	warsa	WARSA
gok	year	warsa	3	warsa	WARSA
mdh	year	warʃa	3	warSa	WARSA
met	year	waɾʃa	3	warSa	WARSA
gch	year	wərs	3	w3rs	WERS
gar	year	wərsa	3	w3rsa	WERSA
gam	year	wərsa	3	w3rsa	WERSA
gwa	year	wərsa	3	w3rsa	WERSA
get	year	wʌrsʌ	3	worso	WERSE
gba	year	wʌrsʌ	3	worso	WERSE
goa	year	wʌɾsʌ	3	worso	WERSE
gki	year	wʌɾʃʌ,saɭ	3	worSo, saL	WERSE, SAL
gja	year	ʍʌʃʌ	3	woSo	MESE
gse	year	βaɾsa	3	barsa	BARSA
gra	yesterday	nacɖi	1	naTdi	NACTI
gbh	yesterday	nadi	2	nadi	NATI
gcj	yesterday	nari	2	nari	NARI
met	yesterday	ninːe	3	nine	NINE
mbh	yesterday	ninˑe	3	nine	NINE
mad	yesterday	ninˑe	3	nine	NINE
grp	yesterday	nine	3	nine	NINE
ght	yesterday	nine	3	nine	NINE
glb	yesterday	nine	3	nine	NINE
dog	yesterday	nine	3	nine	NINE
mdh	yesterday	nine	3	nine	NINE
mku	yesterday	nine	3	nine	NINE
get	yesterday	nine	3	nine	NINE
mal	yesterday	nine	3	nine	NINE
gkt	yesterday	nine	3	nine	NINE
gok	yesterday	nine	3	nine	NINE
psh	yesterday	nine	3	nine	NINE
pkh	yesterday	nine	3	nine	NINE
gki	yesterday	nine	3	nine	NINE
goa	yesterday	nine	3	nine	NINE
bhm	yesterday	nine	3	nine	NINE
bhs	yesterday	nine	3	nine	NINE
bhb	yesterday	nine	3	nine	NINE
mso	yesterday	nine	3	nine	NINE
mlj	yesterday	nine	3	nine	NINE
mud	yesterday	nine	3	nine	NINE
rui	yesterday	nin̪e	3	nine	NINE
ktg	yesterday	nine,nima	3	nine, nima	NINE, NIMA
gja	yesterday	ninne	3	ninne	NINE
ggg	yesterday	ninne	3	ninne	NINE
gba	yesterday	ninnɛ	3	ninnE	NINE
gni	yesterday	nɪnːe	3	nine	NINE
lxg	yesterday	nɪnːe	3	nine	NINE
gut	yesterday	nɪnːe	3	nine	NINE
gtd	yesterday	nɪne	3	nine	NINE
gka	yesterday	nɪne	3	nine	NINE
gse	yesterday	nɪne(hʌndʒi)	3	ninehondZi	NINEHENTSI
khu	yesterday	nɪnne	3	ninne	NINE
bhe	yesterday	nɪnne	3	ninne	NINE
prg	yesterday	nɪnne	3	ninne	NINE
gar	yesterday	nɪnne	3	ninne	NINE
gam	yesterday	nɪnne	3	ninne	NINE
gwa	yesterday	nɪnne	3	ninne	NINE
gch	yesterday	nɪnne	3	ninne	NINE
gdh	yesterday	nɪnnɛ	3	ninnE	NINE
pmd	yesterday	parkai̯	4	parkai	PARKA
grp	you_pl	-----	?	-----	-----
gbh	you_pl	-----	?	-----	-----
gok	you_pl	-----	?	-----	-----
gch	you_pl	-----	?	-----	-----
pmd	you_pl	ima	1	ima	IMA
khu	you_pl	ima	1	ima	IMA
prg	you_pl	ima,imaʈ	1	ima, imat	IMA, IMAT
psh	you_pl	imar	1	imar	IMAR
pkh	you_pl	imar	1	imar	IMAR
ght	you_pl	imatsʌbe	1	imatsobe	IMATSEPE
gwa	you_pl	imaʈ	1	imat	IMAT
gdh	you_pl	imaʈ	1	imat	IMAT
bhe	you_pl	imaʈ,ima	1	imat, ima	IMAT, IMA
gar	you_pl	imeʈ	1	imet	IMET
gam	you_pl	imeʈ	1	imet	IMET
gkt	you_pl	imət	1	im3t	IMET
gka	you_pl	immeʈ	1	immet	IMET
gse	you_pl	immeʈ	1	immet	IMET
glb	you_pl	imot	1	imot	IMUT
gtd	you_pl	imoʈwaʈiʈ	1	imotwatit	IMUTWATIT
ggg	you_pl	ɪmaʈ	1	imat	IMAT
bhm	you_pl	miːɾ	2	mir	MIR
goa	you_pl	mimet̪u	2	mimetu	MIMETY
mbh	you_pl	miɾu	2	miru	MIRY
mal	you_pl	mit̪ʰu	2	mith~u	MITY
gja	you_pl	miʈ	2	mit	MIT
mad	you_pl	miʈˑu	2	mitu	MITY
